clone_id	gene_symbol	M1H_rep1	M1H_rep2	M1H_rep3	M1H_mean
AEBP2-2	AEBP2	0.241018747477365	0.1892113706521054	0.47366105668127895	0.3012970582702498
AEBP2-3	AEBP2	-0.2763034062658046	-0.3054772750594247	-0.12118649226175737	-0.23432239119566223
ARNT2-1	ARNT2	4.4987325520812576	4.501518575417287	4.2972442787121095	4.432498468736885
ARNT2-2	ARNT2	2.4077209348961275	2.4074109297093207	2.1979632570890932	2.33769837389818
ARNTL2-2	ARNTL2	0.3980267770144697	0.3918089605566016	0.29946098964935425	0.36309890907347514
ARNTL2-3	ARNTL2	0.44336868963506115	0.09889276668302772	0.13372787071494563	0.22532977567767817
ATF2-1	ATF2	0.5335692677878897	0.20359715699444222	0.3463810833941059	0.3611825027254793
ATF2-2	ATF2	2.4169452546572057	2.1521163516364528	1.9409971324050181	2.1700195795662256
ATF2-3	ATF2	-0.10628160231880521	-0.20690262378189148	-0.7214456791834893	-0.3448766350947287
ATF2-4	ATF2	-0.1655586806913167	-0.0360463718295754	-0.17518204810051743	-0.1255957002071365
ATF2-5	ATF2	3.6632349733746175	3.8149149017088013	3.526133878300891	3.668094584461437
ATF2-6	ATF2	0.216346273182299	0.08240372053238586	0.0334153663045412	0.11072178667307535
ATF3-1	ATF3	0.7874605636346084	1.458462715376516	0.6917548322076119	0.9792260370729121
ATF3-2	ATF3	-0.30015717657291174	-0.3421047010238161	-0.5012275934844266	-0.3811631570270515
CREB1-1	CREB1	7.5660821301287715	7.2883417205491305	7.5083735341543685	7.45426579494409
CREB1-2	CREB1	7.852026089535427	7.781096769260401	7.601391624120704	7.744838160972177
CREB5-1	CREB5	1.6551424837207156	1.760071609972274	1.8086204559899255	1.7412781832276385
CREB5-2	CREB5	-0.7487047233758124	-0.6299828477511199	-0.42365876713154316	-0.6007821127528251
CREBZF-1	CREBZF	3.448240421094549	3.496745931153928	3.2980474225969876	3.414344591615155
CREBZF-2	CREBZF	-0.9580562017252042	-0.8564625525819357	-1.0748050403978133	-0.9631079315683179
CREM-1	CREM	2.3854176633114004	2.528066457107148	2.1855031583650866	2.3663290929278786
CREM-2	CREM	-0.2783096922578745	-0.3041204351789549	-0.28207231280534534	-0.28816748008072485
CREM-3	CREM	-0.8580169189691288	-0.8982391572838762	-1.0709392908632485	-0.9423984557054178
CTCF-1	CTCF	3.1542398924826434	2.9697120018835808	2.998830548217518	3.040927480861247
CTCF-2	CTCF	-0.40265107829200175	-0.5079047244662466	-1.0087164575936782	-0.6397574201173089
CXXC1-2	CXXC1	1.0750211401331173	1.297684093415824	1.07415763998553	1.1489542911781572
DDIT3-1	DDIT3	10.326771468631451	10.476352429112877	10.50942393606192	10.437515944602083
DLX1-1	DLX1	0.7879701793246765	0.8276024974506004	0.7869879615156911	0.8008535460969893
DLX1-2	DLX1	3.9795486302146306	3.86041198766701	3.928972080721908	3.922977566201183
DLX4-2	DLX4	0.0027654441823752323	-0.1308231068164157	0.26753821466642447	0.046493517344127995
DLX4-3	DLX4	1.5863538409082114	1.633985130021157	1.628422835686711	1.6162539355386931
DLX5-1	DLX5	2.2233103085128376	2.468362357331817	2.210739249512297	2.3008039717856508
DLX5-2	DLX5	3.08813892185154	3.01582075910776	3.1174663918112877	3.073808690923529
DMTF1-2	DMTF1	6.617065805868053	6.560182063407474	6.430412470105768	6.535886779793766
DMTF1-3	DMTF1	6.689743086475692	6.486578714906206	6.323869212158641	6.50006367118018
DMTF1-4	DMTF1	11.801809901600562	11.739430074450345	11.522319252031892	11.687853076027599
E2F3-2	E2F3	6.460928748779831	6.50649086593223	6.36505069261254	6.4441567691082
E2F3-3	E2F3	-0.9657857244178703	-1.0653516664578466	-0.937328031154517	-0.989488474010078
E2F3-4	E2F3	3.72814519103888	3.782323918658817	3.835349998132913	3.7819397026102037
E2F6-1	E2F6	1.9290481893316358	1.8439536762241588	1.846903649139643	1.8733018382318125
E2F6-2	E2F6	5.018720785685542	4.91986302463323	4.907802112818026	4.948795307712266
E2F8-1	E2F8	3.297326842861301	3.354921725802834	3.3032106664180905	3.318486411694075
E2F8-2	E2F8	-0.1409595064924955	-0.03028965717145095	-0.2673051325303293	-0.14618476539809191
E4F1-1	E4F1	5.516501123851244	5.489547107991633	5.3096570294396646	5.438568420427514
E4F1-2	E4F1	2.123859662739534	2.2933688029735593	2.0128844823643575	2.1433709826924834
EBF1-1	EBF1	2.4231569237356863	2.4686695847956908	2.5068847270923	2.466237078541226
EBF1-2	EBF1	1.0606792991947698	1.0619148640134128	0.9749005889464231	1.032498250718202
EBF1-3	EBF1	1.4033177340244916	1.408307874142328	1.1537177182768863	1.3217811088145686
EBF2-1	EBF2	-0.33339539608346136	-0.29016940760127735	-0.36851559711863724	-0.33069346693445867
EBF2-2	EBF2	-0.5299119600830579	-0.703075639677658	-0.7727756001209458	-0.6685877332938871
EBF3-1	EBF3	-0.0406406845364429	-0.12828619562078236	-0.06920580686692519	-0.07937756234138349
EBF3-2	EBF3	0.43361863954460383	0.34391679309704476	0.43428621276104357	0.40394054846756405
EBF3-3	EBF3	0.7612172052470686	0.5376953844252367	0.5779817088169846	0.6256314328297633
EGR2-1	EGR2	3.094646862562071	3.0791026976389277	2.8090485803141685	2.9942660468383893
EGR2-2	EGR2	1.766203748928662	1.6818889261837955	1.62711374014598	1.6917354717528124
ELF2-1	ELF2	6.068317592512153	6.077165864541492	5.932006860127108	6.025830105726917
ELF2-2	ELF2	2.82777674388639	2.7962328999401507	2.611721739076844	2.7452437943011283
ELF2-3	ELF2	3.0579581681500287	3.4494233451557164	3.16899352386966	3.225458345725135
ELF5-1	ELF5	1.184250670843941	0.9001349569370152	0.9166215893055019	1.0003357390288194
ELF5-3	ELF5	2.990601493615323	2.831358744506806	3.0234445022629033	2.9484682467950107
ELK4-1	ELK4	-1.9778634400986261	-1.8340765546156412	-1.9591623243469733	-1.9237007730204134
ELK4-2	ELK4	-1.276673623675544	-0.9715965774653317	-1.1921757933978676	-1.1468153315129144
ESR2-1	ESR2	-0.3200326708396785	-0.2329498229759536	-0.3266476595569825	-0.2932100511242049
ESR2-2	ESR2	-1.4508259091262208	-1.4425628974184763	-1.4108956542082063	-1.4347614869176344
ESR2-3	ESR2	-1.5619154901151129	-1.5821418392199371	-1.640640066884758	-1.5948991320732695
ESRRA-1	ESRRA	0.5744072516257338	0.6109316098924615	0.784721298578261	0.6566867200321521
ESRRA-2	ESRRA	0.09782959401429296	-0.13838700275656762	-0.02508308183171817	-0.02188016352466428
ESRRG-1	ESRRG	1.6532985634663613	1.2331846013358527	1.2520346743688793	1.3795059463903643
ESRRG-2	ESRRG	3.506723800468674	3.420124419182974	3.0782968859159396	3.335048368522529
ETV4-1	ETV4	2.5130117451172587	2.5959208038468273	2.770558396269162	2.626496981744416
ETV4-2	ETV4	2.9758458820691356	2.5979442857539756	2.455882695176437	2.676557620999849
ETV7-1	ETV7	0.31991329725080575	0.19911612213719168	0.09477719693891411	0.20460220544230381
ETV7-2	ETV7	0.3000789684323834	0.06305611400525822	0.2009894365947219	0.1880415063441212
FLI1-1	FLI1	2.598174522669836	2.2998978625537108	2.3474497418370683	2.4151740423535384
FLI1-2	FLI1	3.255181524534121	3.209765047670165	3.2758527962646737	3.2469331228229863
FLI1-3	FLI1	3.4382099019792465	3.45198930957018	3.3758778274461605	3.4220256796651953
FLI1-4	FLI1	1.0984804786933264	0.8792792676208572	0.7116125194723337	0.8964574219288391
FOS-1	FOS	6.8812813658143686	6.800876472821208	6.794165469166365	6.825441102600647
FOS-2	FOS	6.346321746944678	6.236132679527962	6.226530735420217	6.269661720630952
FOSB-1	FOSB	7.118876981821202	7.090019944739378	6.864276478449682	7.0243911350034205
FOSB-2	FOSB	4.700935360226356	4.725598697060992	4.7671131994471505	4.731215752244833
FOSB-3	FOSB	4.206109869534993	4.376325461681145	4.1237755028416085	4.235403611352583
FOXJ2-1	FOXJ2	6.538767784993995	6.612358840028232	6.500601771536131	6.550576132186119
FOXJ2-2	FOXJ2	1.273885121325246	1.1144096616022134	1.1140265423632123	1.1674404417635573
FOXN4-1	FOXN4	6.85638144194683	6.726469476305222	6.81872474904007	6.800525222430707
FOXN4-2	FOXN4	7.023173914633157	6.99288735612116	7.068551748215323	7.028204339656547
FOXP2-1	FOXP2	3.1539921816419874	2.9632599661564285	3.013472792212378	3.043574980003598
FOXP2-10	FOXP2	5.783661180764619	5.838675809068641	6.006727779520786	5.876354923118015
FOXP2-2	FOXP2	3.8339754844249407	3.5701694868106757	3.518059822631717	3.6407349312891113
FOXP2-4	FOXP2	2.1642710832642327	2.1798360854386107	2.2945099081260003	2.2128723589429478
FOXP2-6	FOXP2	0.9002873599759031	0.7189019199342979	0.683629127861091	0.767606135923764
FOXP3-1	FOXP3	0.9280853140942441	1.1339226227709307	0.5662106237606075	0.8760728535419274
FOXP3-3	FOXP3	-1.3757799251858365	-1.5374689848030312	-1.5974946895831195	-1.5035811998573292
FOXP3-4	FOXP3	0.7304035781357606	0.9618000579520385	1.0254269744097293	0.9058768701658427
