gene_symbol	isoform	median_tumor_iso_pct	median_normal_iso_pct	median_iso_pct_difference	pval	n_samps	padj
AEBP2	AEBP2-2	0.07320611971121639	0.07089948086542083	0.006111511954141835	0.5708098064591685	112	0.7385722007965582
AEBP2	AEBP2-201	0.19805090685131793	0.19962002197231055	0.0051607960325008445	0.7037155217251285	112	0.8408132528720286
AEBP2	AEBP2-202	0.3626717381703116	0.32840805326652933	0.025582519346432936	0.0862080969688547	112	0.20102591403066997
AEBP2	AEBP2-204	0.0	0.0	0.0	0.8883142526977629	112	0.9411417560887689
AEBP2	AEBP2-207	0.3259160521614053	0.3570908950499557	-0.031169941885031277	0.11032809193416357	112	0.23596515330948065
AEBP2	AEBP2-3	0.0061928701988828595	0.008561742315471424	-0.0008445617267687777	0.04963043532694828	112	0.12812139144012683
ARNT2	ARNT2-1	0.9708936520293823	0.9987903494548638	-0.015960013520704752	7.339852418090659e-06	86	7.210725384809435e-05
ARNT2	ARNT2-2	0.0	0.0	0.0	0.7526893733436586	86	0.8667582929532626
ARNT2	ARNT2-204	0.025982048387881495	0.0	0.02120097647840514	9.648264080897542e-09	86	1.706134698305382e-07
ARNT2	ARNT2-204	0.025982048387881495	0.0	0.02120097647840514	9.648264080897542e-09	86	1.706134698305382e-07
ARNT2	ARNT2-3	0.0	0.0	0.0	0.5076243443095237	86	0.6878536772827647
ARNTL	ARNTL-1	3.946736852517617e-09	0.0	0.0	0.049388701973124574	111	0.1280952165240761
ARNTL	ARNTL-2	0.16495241794636709	0.17768988669057212	-0.016383785841281362	0.317130428055473	111	0.5017383738339075
ARNTL	ARNTL-202	0.0	0.0	0.0	0.11531590882949797	111	0.24390964334708523
ARNTL	ARNTL-203	0.463876970010336	0.45310108006823335	0.008474762762305632	0.6760915238457657	111	0.8219251595695728
ARNTL	ARNTL-205	0.3362273800136671	0.34303744204440334	0.01977130705798985	0.9039816377452193	111	0.9505693931096905
ARNTL2	ARNTL2-1	8.510793558573988e-10	0.0	0.0	0.5321912267388772	93	0.7057229478497218
ARNTL2	ARNTL2-2	0.0	0.0	0.0	0.22155608503784663	93	0.3957424347224836
ARNTL2	ARNTL2-201	0.12395611851930435	0.08815967112549603	0.025927593995759834	0.3665759590954091	93	0.5540414424504687
ARNTL2	ARNTL2-202	0.019129236789770576	0.0	0.0	0.08240766396767775	93	0.19692462042726597
ARNTL2	ARNTL2-203	0.06736230926136966	0.04862509748098937	0.0	0.8625888316035515	93	0.929143908965856
ARNTL2	ARNTL2-207	0.0	1.6255803770771564e-07	0.0	0.1168172134212185	93	0.2449467656915273
ARNTL2	ARNTL2-208	0.5964557432969975	0.6018639380357542	0.009242482533398821	0.5310096452920501	93	0.7057229478497218
ARNTL2	ARNTL2-209	0.0	0.0	0.0	0.42733871680414426	93	0.6143717866249283
ARNTL2	ARNTL2-3	0.0	1.8891389221122967e-06	0.0	0.01961077950798211	93	0.05966008659055127
ARNTL2	ARNTL2-4	0.04202927805358045	0.0	1.445834596055272e-07	0.019042004265857213	93	0.05822353465727522
ATF2	ATF2-1	0.7281550948153925	0.7039227652558535	0.03932470086271245	0.05211381489223306	112	0.13355738550883883
ATF2	ATF2-1	0.7281550948153925	0.7039227652558535	0.03932470086271245	0.05211381489223306	112	0.13355738550883883
ATF2	ATF2-2	0.0	0.0	0.0	0.003721991945786836	112	0.01507264677282379
ATF2	ATF2-204	0.0	0.0	0.0	0.688637818565084	112	0.8285050352040307
ATF2	ATF2-205	0.0	0.0	0.0	0.480176889906077	112	0.6647195973672692
ATF2	ATF2-221	2.7662881170850297e-10	0.00013840164465441936	0.0	0.29057670382094214	112	0.48056431271457273
ATF2	ATF2-3	0.18768061603557604	0.20424597293261176	-0.0164994354018686	0.13262769146599612	112	0.26921314471953833
ATF2	ATF2-3	0.18768061603557604	0.20424597293261176	-0.0164994354018686	0.13262769146599612	112	0.26921314471953833
ATF2	ATF2-4	1.2872606837528662e-05	0.0	0.0	0.6881404104524911	112	0.8285050352040307
ATF2	ATF2-5	0.0	0.0	0.0	0.0012485155043100327	112	0.006021249773058839
ATF2	ATF2-6	0.0	0.0	0.0	0.08562400998180651	112	0.20102591403066997
ATF3	ATF3-1	0.7954268395719282	0.790643717955842	-0.018436579155034716	0.49509037140758494	112	0.6781891886128459
ATF3	ATF3-1	0.7954268395719282	0.790643717955842	-0.018436579155034716	0.49509037140758494	112	0.6781891886128459
ATF3	ATF3-2	0.09587415014055614	0.08057083996429729	0.01405411122427351	0.1052440456783989	112	0.22881953373930583
ATF3	ATF3-201	0.0	0.0	0.0	0.16756656683957516	112	0.3191887386297832
ATF3	ATF3-210	0.07608148675155793	0.1008042898343492	-0.002463677920844528	0.5327842424388569	112	0.7057229478497218
ATF3	ATF3-210	0.07608148675155793	0.1008042898343492	-0.002463677920844528	0.5327842424388569	112	0.7057229478497218
CREB1	CREB1-1	0.7486033705416046	0.802309058722713	-0.05264572154862163	5.113012018617767e-10	112	1.4661907437171488e-08
CREB1	CREB1-2	0.25139662945839536	0.1976909412772871	0.052645721548621655	5.113012018617767e-10	112	1.4661907437171488e-08
CREB1	CREB1-2	0.25139662945839536	0.1976909412772871	0.052645721548621655	5.113012018617767e-10	112	1.4661907437171488e-08
CREB5	CREB5-1	0.0	0.0	0.0	0.23672357063785732	37	0.41446156509367427
CREB5	CREB5-2	0.07931229770845159	0.09103563356241413	-0.014502409623386267	0.39420714185689576	37	0.5797230348586168
CREB5	CREB5-201	0.9120798594228898	0.9081854142416366	0.014502409623386225	0.4372216142655816	37	0.624338203406955
CREB5	CREB5-203	0.0	0.0	0.0	1.0	37	1.0
CREB5	CREB5-203	0.0	0.0	0.0	1.0	37	1.0
CREBZF	CREBZF-1	0.9324401343000094	0.8944560514464752	0.028884285591284642	0.020588335144307343	111	0.06166781590820416
CREBZF	CREBZF-2	0.06755986569999062	0.10554394855352478	-0.02888428559128457	0.020588335144307343	111	0.06166781590820416
CREM	CREM-1	0.0	0.0	0.0	0.2648702686053157	112	0.4508512632646463
CREM	CREM-2	0.0	0.0	0.0	0.08140401540817782	112	0.19540647137573908
CREM	CREM-201	0.052676000274136464	0.04208852930400768	0.010624675476232404	0.02859322704805867	112	0.08133354932437063
CREM	CREM-202	0.0	0.0	0.0	0.2583877520983171	112	0.44432642621768953
CREM	CREM-203	0.2655234273678174	0.2855620302751075	-0.014228863910324421	0.012031966698596961	112	0.03964570393543906
